"date_time","target_carbon_monoxide","target_benzene","target_nitrogen_oxides"
2011-01-01 00:00:00,1.49447,5.14552333333332,174.372193333333
2011-01-01 01:00:00,2.1474,9.31952333333334,219.945726666667
2011-01-01 02:00:00,1.88855666666667,8.22032333333333,187.79381
2011-01-01 03:00:00,2.00291333333333,8.92573333333334,197.026253333333
2011-01-01 04:00:00,1.45052,6.89368333333333,135.04457
2011-01-01 05:00:00,1.23470666666667,5.29146999999999,113.87923
2011-01-01 06:00:00,1.24516333333333,5.47949333333333,135.016833333333
2011-01-01 07:00:00,1.28750333333333,5.4305,129.249593333333
2011-01-01 08:00:00,1.30055,4.55487999999999,120.74242
2011-01-01 09:00:00,1.25884666666667,4.00660666666667,109.150423333333
2011-01-01 10:00:00,1.555,5.87854666666667,136.725863333333
2011-01-01 11:00:00,1.55189,5.89728999999999,136.849583333333
2011-01-01 12:00:00,1.88928666666667,8.10722333333333,168.810753333333
2011-01-01 13:00:00,2.27659666666667,10.5213766666667,207.703046666667
2011-01-01 14:00:00,2.13162333333333,10.07085,185.559693333333
2011-01-01 15:00:00,1.82036333333333,8.40694666666666,169.41551
2011-01-01 16:00:00,2.05137333333333,9.73530333333333,176.58278
2011-01-01 17:00:00,2.61265333333334,11.5798333333333,243.96709
2011-01-01 18:00:00,4.22628666666667,17.75532,365.094423333333
2011-01-01 19:00:00,3.0582,13.3202633333333,287.265193333334
2011-01-01 20:00:00,2.11660666666667,9.16864666666668,221.988743333333
2011-01-01 21:00:00,2.10905666666667,9.24133666666666,194.308576666667
2011-01-01 22:00:00,1.88549666666667,7.51557333333333,171.875523333333
2011-01-01 23:00:00,1.72692666666667,6.30526,153.24958
2011-01-02 00:00:00,1.70463,6.48937999999999,151.22336
2011-01-02 01:00:00,1.482,5.62026,122.43742
2011-01-02 02:00:00,1.29284666666667,4.50938333333334,106.16453
2011-01-02 03:00:00,1.29396333333333,4.97418333333333,109.440303333333
2011-01-02 04:00:00,1.10605,4.23652999999999,95.8468566666667
2011-01-02 05:00:00,0.99968,3.99775333333333,92.2445133333333
2011-01-02 06:00:00,1.00629333333333,3.79735,93.3790033333334
2011-01-02 07:00:00,1.13929666666667,3.86935,96.3278033333333
2011-01-02 08:00:00,1.19837333333333,3.82577666666666,96.5236433333332
2011-01-02 09:00:00,1.39357333333333,5.74927333333332,121.30224
2011-01-02 10:00:00,1.62031333333333,5.87273,129.73461
2011-01-02 11:00:00,1.94395666666667,8.4985,179.304183333333
2011-01-02 12:00:00,2.10650333333333,9.19765333333334,191.652436666667
2011-01-02 13:00:00,2.31451,10.5876233333333,217.3778
2011-01-02 14:00:00,2.24359666666667,10.2528166666667,202.379226666667
2011-01-02 15:00:00,1.90991666666667,7.981,157.34527
2011-01-02 16:00:00,2.47330666666667,11.4118533333333,224.69852
2011-01-02 17:00:00,2.223,9.41806,204.921596666667
2011-01-02 18:00:00,2.45596,10.7935266666667,233.230773333333
2011-01-02 19:00:00,3.06319666666667,13.1700633333333,281.331226666667
2011-01-02 20:00:00,3.12654333333333,12.8635666666667,304.128663333334
2011-01-02 21:00:00,1.99545,0.215976666666668,141.221673333333
2011-01-02 22:00:00,1.87855,0.213376666666668,123.893793333333
2011-01-02 23:00:00,1.84048,0.199826666666668,123.241796666667
2011-01-03 00:00:00,1.85818,0.221410000000001,124.92171
2011-01-03 01:00:00,1.49207,0.427626666666667,104.933026666667
2011-01-03 02:00:00,1.25560333333333,0.449086666666666,100.876296666667
2011-01-03 03:00:00,1.33751666666667,0.353729999999999,113.340493333333
2011-01-03 04:00:00,1.15192333333333,0.391833333333333,100.219813333333
2011-01-03 05:00:00,1.09068,0.339566666666667,94.58732
2011-01-03 06:00:00,1.22434,0.233616666666668,110.928776666667
2011-01-03 07:00:00,1.49232333333333,0.241896666666668,134.512616666667
2011-01-03 08:00:00,1.82025333333333,0.240906666666668,144.53208
2011-01-03 09:00:00,1.85788,0.289063333333334,139.92768
2011-01-03 10:00:00,1.73302333333333,0.211110000000001,134.01362
2011-01-03 11:00:00,1.79651,0.192936666666668,128.293986666667
2011-01-03 12:00:00,1.9136,0.277433333333334,140.851476666667
2011-01-03 13:00:00,1.88665,0.287156666666667,128.48488
2011-01-03 14:00:00,1.73725333333333,0.189043333333335,114.081263333333
2011-01-03 15:00:00,1.72566,0.192376666666668,120.496506666667
2011-01-03 16:00:00,1.83806333333333,0.290226666666667,124.401653333333
2011-01-03 17:00:00,1.77661666666666,0.209083333333335,118.637023333333
2011-01-03 18:00:00,1.72258666666666,0.266840000000001,115.324356666667
2011-01-03 19:00:00,1.83964666666667,0.205256666666668,118.822473333333
2011-01-03 20:00:00,1.80306333333333,0.263406666666668,122.229443333333
2011-01-03 21:00:00,1.86271333333333,0.197536666666668,124.329243333333
2011-01-03 22:00:00,1.71202,0.207976666666668,113.666646666667
2011-01-03 23:00:00,1.75362,0.220226666666668,112.952143333333
2011-01-04 00:00:00,1.69381666666667,0.239710000000001,123.638833333333
2011-01-04 01:00:00,1.47567333333333,0.418286666666667,106.215973333333
2011-01-04 02:00:00,1.38417666666667,0.632070000000002,108.941723333333
2011-01-04 03:00:00,1.26999666666667,0.260543333333334,103.888866666667
2011-01-04 04:00:00,1.11452,0.243816666666667,91.3148566666667
2011-01-04 05:00:00,1.17653333333333,0.274776666666667,101.820286666667
2011-01-04 06:00:00,1.17279333333333,0.245366666666668,108.12587
2011-01-04 07:00:00,1.49033333333333,0.249330000000001,130.11309
2011-01-04 08:00:00,1.65536,0.241473333333334,121.75359
2011-01-04 09:00:00,1.75135666666667,0.256273333333335,124.546713333333
2011-01-04 10:00:00,1.85231,0.212776666666668,140.263846666667
2011-01-04 11:00:00,1.79027666666667,0.23135,135.98244
2011-01-04 12:00:00,1.86842333333333,0.241926666666668,139.037166666667
2011-01-04 13:00:00,1.85426666666667,0.199203333333335,127.831673333333
2011-01-04 14:00:00,1.70044666666667,0.33935,112.17588
2011-01-04 15:00:00,1.69475,0.216510000000001,112.375163333333
2011-01-04 16:00:00,1.83870666666667,0.242626666666668,126.99237
2011-01-04 17:00:00,1.92130666666667,0.243966666666668,131.639996666667
2011-01-04 18:00:00,2.10227666666666,0.376213333333334,152.37971
2011-01-04 19:00:00,1.85584333333333,0.238456666666668,118.391193333333
2011-01-04 20:00:00,1.80107333333333,0.208083333333335,116.90825
2011-01-04 21:00:00,1.69764333333333,0.217776666666668,125.090743333333
2011-01-04 22:00:00,1.86424666666667,0.250616666666667,128.821333333333
2011-01-04 23:00:00,1.82010333333333,0.195976666666668,119.00679
2011-01-05 00:00:00,1.92615333333333,0.291846666666668,131.71281
2011-01-05 01:00:00,1.76453333333333,6.85722666666667,149.72452
2011-01-05 02:00:00,2.15756333333333,9.44706,181.532003333333
2011-01-05 03:00:00,2.22344333333333,9.93594333333334,201.47346
2011-01-05 04:00:00,2.17115333333333,9.27981666666667,197.59907
2011-01-05 05:00:00,2.15182333333333,9.60483666666668,199.82766
2011-01-05 06:00:00,1.95281666666667,8.52441,188.376536666667
2011-01-05 07:00:00,2.80010333333333,13.24329,283.819426666666
2011-01-05 08:00:00,3.7722,16.57939,355.42812
2011-01-05 09:00:00,4.88033,24.0338566666667,449.46075
2011-01-05 10:00:00,4.242,20.0343533333333,423.457416666667
2011-01-05 11:00:00,4.83115666666666,23.7182233333333,458.00359
2011-01-05 12:00:00,5.02533333333333,26.17345,488.25968
2011-01-05 13:00:00,5.29466333333333,26.2658,470.21183
2011-01-05 14:00:00,3.09538333333333,14.5100766666667,295.106476666667
2011-01-05 15:00:00,2.76036333333333,13.5458666666667,248.245883333333
2011-01-05 16:00:00,3.10791,15.52861,298.631896666666
2011-01-05 17:00:00,2.81368666666667,13.1099766666667,260.242876666667
2011-01-05 18:00:00,2.74368,12.26866,257.196663333333
2011-01-05 19:00:00,3.25052333333333,15.2888633333333,275.175446666666
2011-01-05 20:00:00,3.46785666666666,16.7549266666667,328.308053333333
2011-01-05 21:00:00,2.46856666666667,11.5131666666667,225.298896666667
2011-01-05 22:00:00,2.36641333333333,10.9700533333333,191.286176666667
2011-01-05 23:00:00,1.54792,6.25992000000001,121.59059
2011-01-06 00:00:00,1.4778,6.56106333333333,116.76549
2011-01-06 01:00:00,1.62676333333334,6.63327333333334,124.87189
2011-01-06 02:00:00,1.39193333333333,5.61937333333334,107.121916666667
2011-01-06 03:00:00,1.07636666666667,4.31900666666667,81.44291
2011-01-06 04:00:00,0.859943333333334,3.06404666666667,61.9941466666667
2011-01-06 05:00:00,1.03434666666667,4.07240666666667,80.46362
2011-01-06 06:00:00,0.816473333333333,2.81451,69.6219466666667
2011-01-06 07:00:00,0.963113333333334,3.32961,84.7424000000001
2011-01-06 08:00:00,1.36366333333333,5.41919,109.997816666667
2011-01-06 09:00:00,1.9078,7.85333,158.048226666667
2011-01-06 10:00:00,1.84974666666667,7.60409333333333,147.150016666667
2011-01-06 11:00:00,1.66058,7.42745000000001,132.29709
2011-01-06 12:00:00,1.61189333333333,6.52192666666667,126.47635
2011-01-06 13:00:00,2.03346333333333,9.43082333333334,149.14733
2011-01-06 14:00:00,1.73502666666667,7.31162666666667,129.720626666667
2011-01-06 15:00:00,1.78003,7.92486,132.94786
2011-01-06 16:00:00,2.04621,8.96443666666666,143.030193333333
2011-01-06 17:00:00,2.08472,8.74647999999999,162.32711
2011-01-06 18:00:00,2.32243333333333,10.41321,177.784283333333
2011-01-06 19:00:00,2.94259666666667,13.5560766666667,254.302443333333
2011-01-06 20:00:00,2.59857666666667,11.8002,235.39943
2011-01-06 21:00:00,2.27744,10.3123933333333,191.432993333333
2011-01-06 22:00:00,2.07994333333333,9.22412,170.901523333333
2011-01-06 23:00:00,1.79709,6.71562333333333,154.254533333334
2011-01-07 00:00:00,1.38056333333333,5.15403,112.04735
2011-01-07 01:00:00,1.33620666666666,4.3762,101.786703333333
2011-01-07 02:00:00,1.28176333333333,4.26534333333333,99.0724333333333
2011-01-07 03:00:00,1.00183333333333,3.35801,72.9923766666667
2011-01-07 04:00:00,1.02581333333333,3.45578,82.9123333333334
2011-01-07 05:00:00,0.660516666666667,2.1838,55.0571
2011-01-07 06:00:00,0.762960000000002,2.52884333333333,66.1636133333333
